Name,Address,postalCode,waitingTime
ANDERSON MEDICAL CENTRE," 283 BISHAN ST 22, #01-173, Singapore 570283",570283,17
"ANDREA'S DIGESTIVE, COLON, LIVER AND GALLBLADDER CLINIC PTE LTD","ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #21-11/12, ROYAL SQUARE AT NOVENA Singapore 329565",329565,58
ANDREW LEE BREAST CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-13, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,65
"ANDREW SEE SURGERY HEAD &amp; NECK, THYROID AND GENERAL SURGERY","GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #05-14, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,28
"ANDROLOGY, UROLOGY &amp; CONTINENCE CENTRE","GLENEAGLES HOSPITAL, ANNEXE BLOCK 6A NAPIER ROAD, #05-36B/36D, GLENEAGLES HOSPITAL, ANNEXE BLOCK Singapore 258500",258500,60
ANEW AEROMEDICAL N EMOTIONAL WELLNESS CENTRE,"ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #21-03, ROYAL SQUARE AT NOVENA Singapore 329565",329565,41
ANG DENTAL SURGERY,"LUCKY PLAZA 304 ORCHARD ROAD, #06-34/35, LUCKY PLAZA Singapore 238863",238863,64
ANG MO KIO - THYE HUA KWAN HOSPITAL DIALYSIS CENTRE,"ANG MO KIO  - THYE HUA KWAN HOSPITAL 17 ANG MO KIO AVENUE 9, #-, ANG MO KIO  - THYE HUA KWAN HOSPITAL Singapore 569766",569766,99
ANG MO KIO 10 DENTAL,"CHENG SAN CENTRE 532 ANG MO KIO AVENUE 10, #01-2485, CHENG SAN CENTRE Singapore 560532",560532,97
ANG MO KIO DENTAL SURGERY," 157 ANG MO KIO AVE 4, #01-560, Singapore 560157",560157,0
ANG MO KIO FAMILY MEDICINE CLINIC,"BROADWAY PLAZA 4190 ANG MO KIO AVENUE 6, #03-01, BROADWAY PLAZA Singapore 569841",569841,30
ANG MO KIO MEDICAL CENTRE," 157 ANG MO KIO AVE 4, #01-558, Singapore 560157",560157,88
ANG SKIN &amp; HAIR CLINIC,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #06-51, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623,108
ANG YONG GUAN PSYCHIATRY,"Paragon 290 Orchard Road, #11-09, Paragon Singapore 238859",238859,95
ANGEL AESTHETICA,"THE CENTRAL 8 EU TONG SEN STREET, #11-91, THE CENTRAL Singapore 059818",059818,9
ANGELIN'S BABY &amp; CHILD CLINIC," 303 WOODLANDS ST 31, #01-177, Singapore 730303",730303,26
ANGELINE YONG DERMATOLOGY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #03-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,85
ANGELSMILE DENTAL CENTRE," 629 ANG MO KIO AVENUE 4, #01-992, Singapore 560629",560629,11
ANN ARBOR DENTAL SURGERY PTE LTD,"TAMPINES MART No. 5 TAMPINES ST 32, #02-06, TAMPINES MART Singapore 529284",529284,74
ANNE'S BABY AND CHILD CLINIC," 214 JURONG EAST STREET 21, #01-433, Singapore 600214",600214,7
ANSAR CLINIC," 138 Tampines Street 11, #01-126, Singapore 521138",521138,110
ANSARI FAMILY CLINIC &amp; SURGERY, 78 LORONG  25A GEYLANG ROAD Singapore 388259,388259,21
ANSON INTERNATIONAL PAEDIATRIC &amp; CHILD DEVELOPMENT CLINIC,"PARAGON 290 ORCHARD ROAD, #13-07, PARAGON Singapore 238859",238859,37
ANTEH DISPENSARY PTE LTD,"GRANDVIEW SUITES 1 LORONG 22 GEYLANG, #01-02, GRANDVIEW SUITES Singapore 398664",398664,60
ANTHONY HENG SURGERY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #05-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,95
ANTHONY'S BABY &amp; CHILD CLINIC," 327 Hougang Avenue 5, #01-160, Singapore 530327",530327,89
AOMF SURGERY ORAL MAXILLO-FACIAL SURGERY &amp; DENTAL IMPLANTS,"ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #10-09, ROYAL SQUARE AT NOVENA Singapore 329565",329565,74
AOMS JAPANESE DENTAL,"WHEELOCK PLACE 501 ORCHARD ROAD, #04-09, WHEELOCK PLACE Singapore 238880",238880,59
AP CENTRE FOR JOINT RECONSTRUCTION,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-50, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563,35
APAX MEDICAL &amp; AESTHETICS CLINIC,"Junction 10 1 WOODLANDS ROAD, #02-11, Junction 10 Singapore 677899",677899,58
APEX CLINIC &amp; SURGERY," 844 YISHUN ST 81, #01-162, Singapore 760844",760844,7
APEX DENTAL SURGERY PTE LTD," 632 ANG MO KIO AVE 4, #01-956, Singapore 560632",560632,16
APEX HEART CLINIC,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #04-37, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500,68
APEX MEDICAL CENTRE (JURONG) PTE LTD," 960 JURONG WEST ST 92, #01-172, Singapore 640960",640960,112
APEXMED CLINIC," 7 TANJONG PAGAR PLAZA, #02-103, Singapore 081007",081007,48
APICARE PAIN CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #15-05, CONNEXION Singapore 217562",217562,36
APOLLO MEDICAL CENTRE," 668 CHANDER ROAD, #01-24, Singapore 210668",210668,92
APOLLONIA DENTAL SURGERY," 1 TANJONG PAGAR PLAZA, #02-35, Singapore 082001",082001,50
APPLE DENTAL CLINIC," 416 BEDOK NORTH AVENUE 2, #01-23, Singapore 460416",460416,65
APPLE EAR NOSE THROAT SINUS AND  SNORING CENTRE,"PARAGON 290 ORCHARD ROAD, #11-03, PARAGON Singapore 238859",238859,36
APPLE EYE CENTRE,"PARAGON 290 ORCHARD ROAD, #11-01, PARAGON Singapore 238859",238859,5
APPLE WELLNESS CENTER," 7 ANG MO KIO STREET 64, #01-00, Singapore 569086",569086,30
APPLE WELLNESS CENTER DENTAL SERVICES," 7 ANG MO KIO STREET 64, #01-00, Singapore 569086",569086,23
APPLE WELLNESS CENTER DENTAL SERVICES,INNOVIS BUILDING LEVEL 2 2 FUSIONOPOLIS WAY INNOVIS BUILDING LEVEL 2 Singapore 138634,138634,25
APPLE WELLNESS CENTER MEDICAL SERVICES,INNOVIS BUILDING LEVEL 2 2 FUSIONOPOLIS WAY INNOVIS BUILDING LEVEL 2 Singapore 138634,138634,112
APPLETREE MEDICAL CENTRE,"TECK GHEE HEARTLANDS 416 ANG MO KIO AVENUE 10, #01-997, TECK GHEE HEARTLANDS Singapore 560416",560416,29
APTUS SURGERY CENTRE,"THE PARAGON 290 ORCHARD ROAD, #07-16, THE PARAGON Singapore 238859",238859,20
AR-RAUDHAH MEDICAL CLINIC AND SURGERY PTE LTD," 372 BUKIT BATOK STREET 31, #01-386, Singapore 650372",650372,105
ARCA(FARRER PARK) DIALYSIS PTE LTD,"CONNEXION 1 FARRER PARK STATION ROAD, #10-01/02, CONNEXION Singapore 217562",217562,110
ARCADIA CLINIC," 2 PANDAN VALLEY, #01-211, Singapore 597626",597626,85
ARDEN ENDOCRINOLOGY SPECIALIST CLINIC PTE LTD,"Mount Elizabeth Novena 38 IRRAWADDY ROAD, #09-45, Mount Elizabeth Novena Singapore 329563",329563,67
ARDEN-JR SURGERY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-32, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,6
ARDMORE ORTHOPAEDIC CLINIC,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #14-13, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510,51
ARIS MEDICAL CLINIC,MAPLEWOODS 989 BUKIT TIMAH ROAD MAPLEWOODS Singapore 589629,589629,19
ARIUM CLINIC,"FORUM 583 ORCHARD ROAD, #02-26/27, FORUM Singapore 238884",238884,31
ARK MEDICAL CENTRE,"SQUARE 2 10 SINARAN DRIVE, #09-20, SQUARE 2 Singapore 307506",307506,95
ARTHUR TAN HEART CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #04-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,96
ARTHUR TSENG WOMEN'S HEALTH SERVICES,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,64
ASC CLINIC FOR WOMEN,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-04, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,63
ASCENSION DENTAL CLINIC PTE. LTD," 235 JURONG EAST ST 21, #01-318, Singapore 600235",600235,93
ASCENSION HEART CENTRE,"CONNEXION 1 FARRER PARK STATION ROAD, #10-16, CONNEXION Singapore 217562",217562,38
ASCENT DENTAL SURGEONS,CHUN TIN COURT 15 YUK TONG AVE CHUN TIN COURT Singapore 596320,596320,98
ASCENT EAR NOSE THROAT SG EAST PTE. LTD.,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #05-04, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,69
ASCENT EAR NOSE THROAT SPECIALIST GROUP PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #09-05, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,23
ASCENT EAR NOSE THROAT SPECIALIST GROUP PTE. LTD.,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #09-03, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,30
ASCENT ENT ALVERNIA HOLDINGS PTE. LTD.,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #08-63, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623,66
ASHFORD DENTAL CENTRE,"THOMSON RIDGE 215 UPPER THOMSON ROAD, #01-215, THOMSON RIDGE Singapore 574349",574349,94
ASHFORD DENTAL CENTRE BEDOK, 337 BEDOK ROAD Singapore 469514,469514,12
ASHFORD DENTAL CENTRE SERANGOON, 15 TECK CHYE TERRACE Singapore 545723,545723,93
ASIA BRAIN SPINE AND NERVE MEDICAL CENTRE PTE LTD,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE BLOCK 820 THOMSON ROAD, #06-06, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE BLOCK Singapore 574623",574623,78
ASIA DIGESTIVE ASSOCIATES @NAPIER,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-11, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,53
ASIA EYE CENTRE CATARACT &amp; RETINA SPECIALIST,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #09-22, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563,119
ASIA HEALTHCARE DENTAL CENTRE,"WISMA ATRIA 435 ORCHARD ROAD, #15-02, WISMA ATRIA Singapore 238877",238877,102
ASIA HEALTHPARTNERS,"LUCKY PLAZA 304 ORCHARD ROAD, #05-06, LUCKY PLAZA Singapore 238863",238863,27
ASIA KIDNEY DIALYSIS CENTRE  (JURONG)," 303 JURONG EAST STREET 32, #01-94, Singapore 600303",600303,66
ASIA KIDNEY DIALYSIS CENTRE (BEDOK) PTE LTD," 531 BEDOK NORTH STREET 3, #01-702, Singapore 460531",460531,10
ASIA KIDNEY DIALYSIS CENTRE (TAMPINES) PTE LTD," 139 TAMPINES STREET 11, #01-32, Singapore 521139",521139,29
ASIA KIDNEY DIALYSIS CENTRE (TECK WHYE)," 26 TECK WHYE LANE, #01-186, Singapore 680026",680026,85
ASIA KIDNEY DIALYSIS CENTRE (TP)," 484 TAMPINES STREET 43, #01-226/228, Singapore 520484",520484,95
ASIA KIDNEY DIALYSIS CENTRE (TPY)," 124 LORONG 1 TOA PAYOH, #01-483, Singapore 310124",310124,101
ASIA PACIFIC EYE CENTRE,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #03-00, GLENEAGLES HOSPITAL Singapore 258500",258500,38
ASIA RETINA EYE SURGERY CENTRE,"THE PARAGON 290 ORCHARD ROAD, #15-10, THE PARAGON Singapore 238859",238859,18
ASIA SLEEP CENTRE,"PARAGON 290 ORCHARD ROAD, #18-04, PARAGON Singapore 238859",238859,102
ASIAMEDIC WELLNESS ASSESSMENT CENTRE,"SHAW HOUSE 350 ORCHARD ROAD, #08-00, SHAW HOUSE Singapore 238868",238868,107
ASIAN ALLIANCE RADIATION &amp; ONCOLOGY,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #05-36C, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500,63
ASIAN AMERICAN LIVER CENTRE,"Gleneagles Hospital Annexe Block 6A Napier Rd, #02-36A/36B/37, Gleneagles Hospital Annexe Block Singapore 258500",258500,48
ASIAN AMERICAN RADIATION &amp; ONCOLOGY,"CONNEXION 1 FARRER PARK STATION ROAD, #14-01, CONNEXION Singapore 217562",217562,27
ASIAN AMERICAN RADIATION &amp; ONCOLOGY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-33, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,77
ASIAN AMERICAN RADIATION &amp; ONCOLOGY PTE. LTD.,"MOUNT ALVERNIA HOSPITAL 820 THOMSON ROAD, #08-53, MOUNT ALVERNIA HOSPITAL Singapore 574623",574623,118
ASIAN HEART &amp; VASCULAR CENTRE,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #01-39, GLENEAGLES HOSPITAL Singapore 258500",258500,98
ASPEN CLINIC," 283 BISHAN STREET 22, #01-185, Singapore 570283",570283,80
ASSOCIATE DISPENSARIES," 94 TOA PAYOH LOR 4, #01-20, Singapore 310094",310094,112
ASSURANCE MEDICARE CLINIC AND SURGERY, 370 TANJONG KATONG ROAD Singapore 437127,437127,28
"ASSURANCE SKIN, LASER &amp; AESTHETICS","Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-22 / 23, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563,51
ASTIQUE THE AESTHETIC CLINIC,"SHAW HOUSE 350 ORCHARD ROAD, #08-00, SHAW HOUSE Singapore 238868",238868,11
ASTRA CENTRE FOR WOMEN &amp; FERTILITY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-40, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,78
ASTRA LAPAROSCOPIC &amp; ROBOTIC CENTRE FOR WOMEN AND FERTILITY,"THE PARAGON 290 ORCHARD ROAD, #16-07/08, THE PARAGON Singapore 238859",238859,31
ASTRA WOMEN'S &amp; FERTILITY SPECIALISTS,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #08-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,49
ASTRA WOMEN'S SPECIALIST CENTRE," 502 BISHAN ST 11, #01-356, Singapore 570502",570502,105
ASTRA WOMEN'S SPECIALIST CLINIC," 253 JURONG EAST ST 24, #01-269, Singapore 600253",600253,70
ASTRA WOMEN'S SPECIALISTS," 9 TAMPINES GRANDE, #01-18, Singapore 528735",528735,110
ASTRA WOMEN'S SPECIALISTS CENTRE," 185 TOA PAYOH CENTRAL, #01-326, Singapore 310185",310185,118
ASTUTE MEDICAL AESTHETICS &amp; LASER CLINIC,"TEMBELING CENTRE 252 TEMBELING ROAD, #01-08, TEMBELING CENTRE Singapore 423731",423731,55
ASTUTE MEDICAL CLINIC PTE LTD,"CHINA SQUARE CENTRAL 18 CROSS STREET, #01-112, CHINA SQUARE CENTRAL Singapore 048423",048423,26
ATLANTIC DENTAL SURGERY,"SELEGIE CENTRE 189 SELEGIE RD, #01-05, SELEGIE CENTRE Singapore 188332",188332,53
ATLAS EYE SPECIALIST CENTRE,"PARAGON 290 ORCHARD ROAD, #07-09, PARAGON Singapore 238859",238859,96
ATLAS MEDICAL ~ DERMA-REGEN CLINIC BY DR SM YUEN,"NGEE ANN CITY TOWER B 391B ORCHARD ROAD, #24-08/09, NGEE ANN CITY TOWER B Singapore 238874",238874,117
ATLAS PACIFIC MEDICAL,"LOFT @ NATHAN 428 RIVER VALLEY ROAD, #01-10, LOFT @ NATHAN Singapore 248327",248327,15
"ATLAS SHOULDER, KNEE AND SPORTS SURGERY","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #06-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,28
ATLAS SPINE AND ORTHOPAEDIC SURGERY CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #06-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,104
ATRIA PAN DENTAL GROUP,"PARAGON 290 ORCHARD ROAD, #12-01, PARAGON Singapore 238859",238859,43
ATRIA-CITY DENTAL GROUP PTE LTD,"Ngee Ann City Tower B 391-B Orchard Road, #08-08, Ngee Ann City Tower B Singapore 238874",238874,10
ATRIA-PAN DENTAL GROUP PTE LTD," 415 PANDAN GARDENS, #01-118, Singapore 600415",600415,49
ATRIO FAMILY CLINIC," 291 YISHUN STREET 22, #01-349, Singapore 760291",760291,114
ATRIO FAMILY CLINIC (AMK) PTE. LTD.,"CHENG SAN CENTRE 532 ANG MO KIO AVENUE 10, #01-2461, CHENG SAN CENTRE Singapore 560532",560532,65
AURA DENTAL CLINIC,"THE PARAGON 290 ORCHARD ROAD, #20-02, THE PARAGON Singapore 238859",238859,77
AVA EYE CLINIC,"ROYAL SQUARE MEDICAL SUITES 101 IRRAWADDY ROAD, #20-01, ROYAL SQUARE MEDICAL SUITES Singapore 329565",329565,95
AVANT ORTHOPAEDICS,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-31, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,46
AVANT SPINE SURGERY CLINIC,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-03, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,70
"AVANT SPORTS, SHOULDER AND ELBOW SURGERY CLINIC","PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-03, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,27
AVENUE+CO MEDICAL AESTHETICS,"SUNTEC CITY MALL 3 TEMASEK BOULEVARD, #02-319/320, SUNTEC CITY MALL Singapore 038983",038983,72
AWWA DENTAL CLINIC, 11 Lorong Napiri Singapore 547532,547532,8
AYE METTA CLINIC PTE. LTD.,"PENINSULA PLAZA 111 NORTH BRIDGE ROAD, #04-36A, PENINSULA PLAZA Singapore 179098",179098,64
AZATACA PLASTIC SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-48, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,112
AZATACA PLASTIC SURGERY CENTRE,"ROYAL SQUARE MEDICAL CENTRE 101 IRRAWADDY ROAD, #14-09, ROYAL SQUARE MEDICAL CENTRE Singapore 329565",329565,52
AZIZ CLINIC FOR WOMEN PTE LTD,"KEMBANGAN PLAZA 18 JALAN MASJID, #01-08, KEMBANGAN PLAZA Singapore 418944",418944,33
AZURE DENTAL, 781 BUKIT TIMAH ROAD Singapore 269759,269759,71
B &amp; F DENTAL, 11 ANAMALAI AVENUE Singapore 279982,279982,107
B K LIM DENTAL SURGERY," 632 BEDOK RESERVOIR RD, #01-822, Singapore 470632",470632,23
B K POH UROLOGY &amp; MINIMALLY INVASIVE SURGICAL CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #07-18, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499,44
B S CHEW CLINIC," 252 JURONG EAST ST 24, #01-109, Singapore 600252",600252,118
"B S OOI COLORECTAL, GENERAL &amp; LAPAROSCOPIC SURGERY CENTRE","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510,35
B T GOH FAMILY CLINIC &amp; SURGERY," 194 KIM KEAT AVE, #01-406, Singapore 310194",310194,118
B.BRAUN DIALYSIS CENTRE, 388 EAST COAST ROAD Singapore 428990,428990,71
B9 DENTAL CENTRE," 141 TECK WHYE LANE, #01-273, Singapore 680141",680141,65
BA CLINIC,"TAMPINES ONE 10 TAMPINES CENTRAL 1, #04-35A, TAMPINES ONE Singapore 529536",529536,96
BABES N TOTS CLINIC," 46 JALAN BUKIT HO SWEE, #01-878, Singapore 160046",160046,57
BABY &amp; CHILD MEDICAL GROUP PTE LTD," 828 TAMPINES ST 81, #01-238, Singapore 520828",520828,76
BABY BEAR CHILDREN'S CLINIC," 849 WOODLANDS STREET 82, #01-209, Singapore 730849",730849,82
BABY N' KIDS SPECIALIST CLINIC,THE RAIL MALL 458 UPPER BUKIT TIMAH ROAD THE RAIL MALL Singapore 678073,678073,26
BABYSTEPS MEDICAL,"GHIM MOH VALLEY 25 GHIM MOH LINK, #01-10, GHIM MOH VALLEY Singapore 270025",270025,23
BALDEV &amp; ONG THE CARDIO CLINIC,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-01/02, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989,84
BALESTIER DENTAL SURGERY, 10 WHAMPOA DRIVE Singapore 327720,327720,114
BALKIS FAMILY CLINIC," 631 BEDOK RESERVOIR RD, #01-968, Singapore 470631",470631,24
BALMORAL LASER &amp; MEDICAL AESTHETICS,"Balmoral Plaza 271 Bukit Timah Road, #02-12A, Balmoral Plaza Singapore 259708",259708,63
BAN KOK CLINIC &amp; SURGERY," 146 POTONG PASIR AVE 1, #01-141, Singapore 350146",350146,87
BANYAN CLINIC @ JW," 502 JURONG WEST AVENUE 1, #01-817, Singapore 640502",640502,23
BANYAN CLINIC PTE LTD.,"Woodlands Mart 768 Woodlands Avenue 6, #02-04, Woodlands Mart Singapore 730768",730768,35
BARRIE TAN ENT HEAD &amp; NECK SURGERY,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #03-32A/B, GLENEAGLES HOSPITAL Singapore 258500",258500,117
BEACON THYROID HEAD &amp; NECK SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-46/47, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563,54
BEDOK  CENTRAL CLINIC," 214 BEDOK NORTH STREET 1, #01-161, Singapore 460214",460214,27
BEDOK CLINIC &amp; SURGERY(FAMILY MEDICAL CENTRE)," 17 BEDOK SOUTH RD, #01-565, Singapore 460017",460017,8
BEDOK DAY &amp; NIGHT CLINIC," 418 BEDOK NORTH AVENUE 2, #01-85, Singapore 460418",460418,28
BEDOK DENTAL SURGERY," 88 BEDOK NORTH ST 4, #01-133, Singapore 460088",460088,18
BEDOK DIVISION CLINIC, 30 BEDOK NORTH ROAD Singapore 469676,469676,115
BEDOK LIFE CLINIC," 123 BEDOK NORTH ST 2, #01-160, Singapore 460123",460123,57
BEDOK MEDICAL CENTRE," 18 BEDOK SOUTH RD, #01-57, Singapore 460018",460018,66
BEDOK NORTH DENTAL SURGERY," 530 BEDOK NORTH ST 3, #01-630, Singapore 460530",460530,86
BEDOK TOWN DENTAL SURGERY," 418 BEDOK NORTH AVE 2, #01-69, Singapore 460418",460418,117
BELIEF AESTHETIC LASER CLINIC,"GEYLANG BAHRU MRT STATION 541 KALLANG BAHRU, #B1-02, GEYLANG BAHRU MRT STATION Singapore 339355",339355,42
BELIEF FAMILY CLINIC,"GEYLANG BAHRU MRT STATION 541 KALLANG BAHRU, #B1-02, GEYLANG BAHRU MRT STATION Singapore 339355",339355,87
BELINDA'S CLINIC FOR CHILDREN,"Mt Elizabeth Medical Centre 3 Mount Elizabeth, #15-17, Mt Elizabeth Medical Centre Singapore 228510",228510,69
BEN NEO CLINIC FOR WOMEN,"ROYAL SQUARE MEDICAL SUITES @ NOVENA 101 IRRAWADDY ROAD, #21-09, ROYAL SQUARE MEDICAL SUITES @ NOVENA Singapore 329565",329565,66
BEO CRESCENT CLINIC &amp; SURGERY," 40 Beo Crescent, #01-02, Singapore 160040",160040,41
BERNARD EE CARDIAC CLINIC,"Gleneagles Medical Centre 6 Napier Road, #03-05, Gleneagles Medical Centre Singapore 258499",258499,43
BERNARD KWOK CARDIOLOGY CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #07-18, CONNEXION Singapore 217562",217562,75
BERNARD LIM SPECIALIST SURGERY,"Mt Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #08-52, Mt Elizabeth Novena Specialist Centre Singapore 329563",329563,71
BERNARD TAN DENTAL SURGERY," 63A LENGKOK BAHRU, #01-376, Singapore 151063",151063,115
BERTHA WOON GENERAL AND BREAST SURGERY,"Gleneagles Medical Centre 6 Napier Road, #09-02/03, Gleneagles Medical Centre Singapore 258499",258499,108
BESPOKE MEDICAL AESTHETIC CLINIC,"WINSLAND HOUSE II 163 PENANG ROAD, #01-01, WINSLAND HOUSE II Singapore 238463",238463,49
BEST AESTHETICS CLINIC,"EASTPOINT MALL 3 SIMEI STREET 6, #02-28, EASTPOINT MALL Singapore 528833",528833,117
BETHEL DENTAL SURGERY,"Bukit Panjang Plaza 1 Jelebu Road, #01-63, Bukit Panjang Plaza Singapore 677743",677743,54
BETHESDA DENTAL SURGERY," 25 New Upper Changi Road, #01-632, Singapore 462025",462025,50
BETHESDA MEDICAL CENTRE,"SUNTEC CITY MALL 3 TEMASEK BOULEVARD, #03-330, SUNTEC CITY MALL Singapore 038983",038983,20
BETHESDA MEDICAL CENTRE (GUL CIRCLE), 47 GUL CIRCLE Singapore 629580,629580,62
BETTER LIFE PSYCHOLOGICAL MEDICINE CLINIC,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #08-17/30, NOVENA MEDICAL CENTER Singapore 307506",307506,10
BH MEDICAL AESTHETICS,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #11-04, NOVENA MEDICAL CENTER Singapore 307506",307506,42
BIGSMILE DENTAL CLINIC,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #11-18, NOVENA MEDICAL CENTER Singapore 307506",307506,56
BINJAI MEDICAL &amp; PAINCARE CLINIC, 23 BINJAI PARK Singapore 589828,589828,102
BIO AESTHETIC LASER CLINIC,"PALAIS RENAISSANCE 390 ORCHARD ROAD, #03-01, PALAIS RENAISSANCE Singapore 238871",238871,6
BISHAN GRACE CLINIC," 150 BISHAN STREET 11, #01-151, Singapore 570150",570150,13
BISHAN HEALTHWAY DENTAL SURGERY," 283 BISHAN ST 22, #01-195, Singapore 570283",570283,95
BITES &amp; BRACES,"TANGLIN SHOPPING CENTRE 19 TANGLIN RD, #06-12, TANGLIN SHOPPING CENTRE Singapore 247909",247909,11
BITES INC,"Tanglin Shopping Centre 19 Tanglin Road, #04-15A, Tanglin Shopping Centre Singapore 247909",247909,115
BJIOS ORTHOPAEDICS,"CONNEXION 1 FARRER PARK STATION ROAD, #13-15/16/17/18/19/20, CONNEXION Singapore 217562",217562,101
BK MEDICAL GROUP AESTHETIC CLINIC,"100 AM 100 TRAS STREET, #04-12, 100 AM Singapore 079027",079027,27
